Parameters of the vcal vs. pulse height fits
par[3]*(TMath::Erf((x[0]-par[0])/par[1])+par[2])

3.077095e+02 4.803621e+02 8.844708e-01 1.362333e+02     Pix  0  0
2.643855e+02 5.056632e+02 7.372719e-01 1.484770e+02     Pix  0  1
3.120096e+02 4.463535e+02 9.340285e-01 1.322160e+02     Pix  0  2
3.016260e+02 4.650608e+02 8.978060e-01 1.355455e+02     Pix  0  3
2.900575e+02 5.258473e+02 7.892659e-01 1.403590e+02     Pix  0  4
3.387841e+02 4.571127e+02 9.266677e-01 1.310149e+02     Pix  0  5
2.982282e+02 4.966240e+02 7.724499e-01 1.414175e+02     Pix  0  6
2.726808e+02 5.078931e+02 7.665918e-01 1.453156e+02     Pix  0  7
2.705452e+02 5.429514e+02 6.863723e-01 1.526188e+02     Pix  0  8
5.650068e+02 4.965795e+02 1.742523e+00 3.764380e+01     Pix  0  9
3.182992e+02 4.937744e+02 8.468032e-01 1.387822e+02     Pix  0 10
3.374190e+02 4.904887e+02 9.158785e-01 1.333713e+02     Pix  0 11
3.246190e+02 4.518037e+02 9.542136e-01 1.309209e+02     Pix  0 12
3.277077e+02 4.462869e+02 9.448804e-01 1.313789e+02     Pix  0 13
3.032626e+02 4.874494e+02 8.238068e-01 1.409987e+02     Pix  0 14
2.963289e+02 4.398900e+02 9.734668e-01 1.299061e+02     Pix  0 15
2.514106e+02 6.700120e+02 1.116236e+00 5.039217e+01     Pix  0 16
3.243416e+02 4.269039e+02 1.020267e+00 1.268146e+02     Pix  0 17
3.378484e+02 4.093803e+02 1.037092e+00 1.229702e+02     Pix  0 18
3.276284e+02 4.718978e+02 8.718799e-01 1.364127e+02     Pix  0 19
3.130363e+02 4.566048e+02 8.856201e-01 1.336716e+02     Pix  0 20
3.022163e+02 4.788810e+02 8.384987e-01 1.395821e+02     Pix  0 21
2.966483e+02 4.844837e+02 7.839981e-01 1.412197e+02     Pix  0 22
2.972324e+02 4.669824e+02 8.421048e-01 1.376795e+02     Pix  0 23
2.600296e+02 5.391556e+02 6.270366e-01 1.586114e+02     Pix  0 24
3.429935e+02 4.467406e+02 9.299802e-01 1.311216e+02     Pix  0 25
3.470274e+02 4.585820e+02 8.801174e-01 1.335475e+02     Pix  0 26
3.388823e+02 4.346959e+02 9.714870e-01 1.294133e+02     Pix  0 27
3.484445e+02 4.375991e+02 9.671787e-01 1.298681e+02     Pix  0 28
3.037144e+02 4.639765e+02 8.748094e-01 1.369862e+02     Pix  0 29
3.235666e+02 4.608157e+02 8.885997e-01 1.356573e+02     Pix  0 30
2.978088e+02 4.799041e+02 8.261016e-01 1.404809e+02     Pix  0 31
3.062435e+02 4.641374e+02 8.448638e-01 1.390275e+02     Pix  0 32
3.015234e+02 3.973182e+02 1.146119e+00 1.197796e+02     Pix  0 33
2.975531e+02 4.530340e+02 9.053741e-01 1.348764e+02     Pix  0 34
3.061734e+02 4.427507e+02 9.866630e-01 1.292534e+02     Pix  0 35
2.037009e+02 5.731568e+02 5.197841e-01 1.686879e+02     Pix  0 36
3.399244e+02 4.565012e+02 8.789687e-01 1.331314e+02     Pix  0 37
3.410877e+02 4.433142e+02 9.475085e-01 1.314010e+02     Pix  0 38
3.031189e+02 4.487392e+02 9.056267e-01 1.338594e+02     Pix  0 39
2.210774e+02 5.933900e+02 5.133092e-01 1.706665e+02     Pix  0 40
2.995983e+02 5.050439e+02 7.749894e-01 1.428219e+02     Pix  0 41
3.236656e+02 4.932851e+02 7.975492e-01 1.423310e+02     Pix  0 42
3.034889e+02 5.235378e+02 7.522502e-01 1.464648e+02     Pix  0 43
3.421778e+02 4.311598e+02 9.648057e-01 1.294550e+02     Pix  0 44
2.867225e+02 4.852080e+02 8.251158e-01 1.392926e+02     Pix  0 45
3.303736e+02 4.552751e+02 9.241183e-01 1.326733e+02     Pix  0 46
